,date,state,totalcase,dailycase,longitude ,latitude
938,2020-05-16,PR,2589.0,47.0,-66.590149,18.220833
939,2020-05-16,RI,12434.0,215.0,-71.477429,41.580095
940,2020-05-16,SC,8407.0,0.0,-81.163725,33.836081
941,2020-05-16,SD,3959.0,72.0,-99.901813,43.969515
942,2020-05-16,TN,17288.0,318.0,-86.58044699999999,35.517491
943,2020-05-16,TX,46999.0,1801.0,-99.901813,31.968598999999998
944,2020-05-16,UT,7068.0,155.0,-111.093731,39.32098
945,2020-05-16,VA,29683.0,1011.0,-78.656894,37.431573
947,2020-05-16,VT,940.0,8.0,-72.577841,44.558803000000005
948,2020-05-16,WA,18853.0,112.0,-120.74013899999999,47.751073999999996
949,2020-05-16,WI,12187.0,502.0,-88.787868,43.784440000000004
950,2020-05-16,WV,1457.0,16.0,-80.454903,38.597626
951,2020-05-16,WY,716.0,1.0,-107.29028400000001,43.075967999999996
952,2020-05-15,AK,388.0,1.0,-154.493062,63.588753000000004
953,2020-05-15,AL,11216.0,248.0,-86.902298,32.318231
954,2020-05-15,AR,4463.0,227.0,-91.83183299999999,35.20105
956,2020-05-15,AZ,13169.0,495.0,-111.093731,34.048928000000004
957,2020-05-15,CA,74936.0,1772.0,-119.41793200000001,36.778261
958,2020-05-15,CO,20838.0,363.0,-105.782067,39.550051
959,2020-05-15,CT,36085.0,621.0,-73.087749,41.603221000000005
960,2020-05-15,DC,6871.0,135.0,-77.03341800000001,38.905985
961,2020-05-15,DE,7373.0,150.0,-75.52767,38.910832
962,2020-05-15,FL,43210.0,0.0,-81.515754,27.664827000000002
963,2020-05-15,GA,36681.0,823.0,-82.907123,32.157435
965,2020-05-15,HI,637.0,-1.0,-155.66585700000002,19.898682
966,2020-05-15,IA,14049.0,374.0,-93.097702,41.878003
967,2020-05-15,ID,2351.0,27.0,-114.74204099999999,44.068202
968,2020-05-15,IL,90369.0,2432.0,-89.398528,40.633125
969,2020-05-15,IN,26655.0,602.0,-85.602364,40.551217
970,2020-05-15,KS,7886.0,418.0,-98.484246,39.011902
971,2020-05-15,KY,7225.0,145.0,-84.27001800000001,37.839333
972,2020-05-15,LA,33837.0,348.0,-92.14502399999999,31.244822999999997
973,2020-05-15,MA,83421.0,1239.0,-71.382437,42.407211
974,2020-05-15,MD,36986.0,1083.0,-76.641271,39.045755
975,2020-05-15,ME,1603.0,38.0,-69.44546899999999,45.253783
976,2020-05-15,MI,50079.0,497.0,-85.602364,44.314844
977,2020-05-15,MN,14240.0,805.0,-94.6859,46.729553
978,2020-05-15,MO,10456.0,139.0,-91.83183299999999,37.964253
980,2020-05-15,MS,10801.0,318.0,-89.398528,32.354668
981,2020-05-15,MT,466.0,4.0,-110.36256599999999,46.879682
982,2020-05-15,NC,17129.0,622.0,-79.0193,35.759572999999996
983,2020-05-15,ND,1761.0,114.0,-101.002012,47.551493
984,2020-05-15,NE,9416.0,341.0,-99.901813,41.492537
985,2020-05-15,NH,3464.0,165.0,-71.572395,43.193852
986,2020-05-15,NJ,143905.0,1201.0,-74.405661,40.058324
987,2020-05-15,NM,5503.0,139.0,-105.03236299999999,34.97273
988,2020-05-15,NV,6614.0,115.0,-116.419389,38.802609999999994
989,2020-05-15,NY,345813.0,2762.0,-74.217933,43.299428000000006
990,2020-05-15,OH,26954.0,597.0,-82.907123,40.417287
991,2020-05-15,OK,5086.0,124.0,-97.092877,35.007752
992,2020-05-15,OR,3541.0,62.0,-120.554201,43.804133
993,2020-05-15,PA,60622.0,986.0,-77.194525,41.203322
994,2020-05-15,PR,2542.0,115.0,-66.590149,18.220833
995,2020-05-15,RI,12219.0,203.0,-71.477429,41.580095
996,2020-05-15,SC,8407.0,218.0,-81.163725,33.836081
997,2020-05-15,SD,3887.0,95.0,-99.901813,43.969515
998,2020-05-15,TN,16970.0,271.0,-86.58044699999999,35.517491
999,2020-05-15,TX,45198.0,1347.0,-99.901813,31.968598999999998
1000,2020-05-15,UT,6913.0,164.0,-111.093731,39.32098
1001,2020-05-15,VA,28672.0,859.0,-78.656894,37.431573
1003,2020-05-15,VT,932.0,1.0,-72.577841,44.558803000000005
1004,2020-05-15,WA,18741.0,245.0,-120.74013899999999,47.751073999999996
1005,2020-05-15,WI,11685.0,410.0,-88.787868,43.784440000000004
1006,2020-05-15,WV,1441.0,14.0,-80.454903,38.597626
1007,2020-05-15,WY,715.0,14.0,-107.29028400000001,43.075967999999996
1008,2020-05-14,AK,387.0,4.0,-154.493062,63.588753000000004
1009,2020-05-14,AL,10968.0,351.0,-86.902298,32.318231
1010,2020-05-14,AR,4236.0,72.0,-91.83183299999999,35.20105
1012,2020-05-14,AZ,12674.0,498.0,-111.093731,34.048928000000004
1013,2020-05-14,CA,73164.0,2023.0,-119.41793200000001,36.778261
1014,2020-05-14,CO,20475.0,318.0,-105.782067,39.550051
1015,2020-05-14,CT,35464.0,609.0,-73.087749,41.603221000000005
1016,2020-05-14,DC,6736.0,152.0,-77.03341800000001,38.905985
1017,2020-05-14,DE,7223.0,271.0,-75.52767,38.910832
1018,2020-05-14,FL,43210.0,808.0,-81.515754,27.664827000000002
1019,2020-05-14,GA,35858.0,526.0,-82.907123,32.157435
1021,2020-05-14,HI,638.0,3.0,-155.66585700000002,19.898682
1022,2020-05-14,IA,13675.0,386.0,-93.097702,41.878003
1023,2020-05-14,ID,2324.0,31.0,-114.74204099999999,44.068202
1024,2020-05-14,IL,87937.0,3239.0,-89.398528,40.633125
1025,2020-05-14,IN,26053.0,580.0,-85.602364,40.551217
1026,2020-05-14,KS,7468.0,0.0,-98.484246,39.011902
1027,2020-05-14,KY,7080.0,227.0,-84.27001800000001,37.839333
1028,2020-05-14,LA,33489.0,827.0,-92.14502399999999,31.244822999999997
1029,2020-05-14,MA,82182.0,1685.0,-71.382437,42.407211
1030,2020-05-14,MD,35903.0,1091.0,-76.641271,39.045755
1031,2020-05-14,ME,1565.0,50.0,-69.44546899999999,45.253783
1032,2020-05-14,MI,49582.0,1191.0,-85.602364,44.314844
1033,2020-05-14,MN,13435.0,518.0,-94.6859,46.729553
1034,2020-05-14,MO,10317.0,175.0,-91.83183299999999,37.964253
1036,2020-05-14,MS,10483.0,393.0,-89.398528,32.354668
1037,2020-05-14,MT,462.0,0.0,-110.36256599999999,46.879682
1038,2020-05-14,NC,16507.0,691.0,-79.0193,35.759572999999996
1039,2020-05-14,ND,1647.0,0.0,-101.002012,47.551493
1040,2020-05-14,NE,9075.0,383.0,-99.901813,41.492537
1041,2020-05-14,NH,3299.0,60.0,-71.572395,43.193852
1042,2020-05-14,NJ,142704.0,1144.0,-74.405661,40.058324
1043,2020-05-14,NM,5364.0,152.0,-105.03236299999999,34.97273
1044,2020-05-14,NV,6499.0,105.0,-116.419389,38.802609999999994
1045,2020-05-14,NY,343051.0,2390.0,-74.217933,43.299428000000006
1046,2020-05-14,OH,26357.0,636.0,-82.907123,40.417287
1047,2020-05-14,OK,4962.0,110.0,-97.092877,35.007752
1048,2020-05-14,OR,3479.0,63.0,-120.554201,43.804133
1049,2020-05-14,PA,59636.0,938.0,-77.194525,41.203322
1050,2020-05-14,PR,2427.0,98.0,-66.590149,18.220833
1051,2020-05-14,RI,12016.0,181.0,-71.477429,41.580095
1052,2020-05-14,SC,8189.0,262.0,-81.163725,33.836081
1053,2020-05-14,SD,3792.0,60.0,-99.901813,43.969515
1054,2020-05-14,TN,16699.0,329.0,-86.58044699999999,35.517491
1055,2020-05-14,TX,43851.0,1448.0,-99.901813,31.968598999999998
1056,2020-05-14,UT,6749.0,129.0,-111.093731,39.32098
1057,2020-05-14,VA,27813.0,1067.0,-78.656894,37.431573
1059,2020-05-14,VT,931.0,1.0,-72.577841,44.558803000000005
1060,2020-05-14,WA,18496.0,247.0,-120.74013899999999,47.751073999999996
1061,2020-05-14,WI,11275.0,373.0,-88.787868,43.784440000000004
1062,2020-05-14,WV,1427.0,29.0,-80.454903,38.597626
1063,2020-05-14,WY,701.0,26.0,-107.29028400000001,43.075967999999996
1064,2020-05-13,AK,383.0,0.0,-154.493062,63.588753000000004
1065,2020-05-13,AL,10617.0,307.0,-86.902298,32.318231
1066,2020-05-13,AR,4164.0,0.0,-91.83183299999999,35.20105
1068,2020-05-13,AZ,12176.0,440.0,-111.093731,34.048928000000004
1069,2020-05-13,CA,71141.0,1759.0,-119.41793200000001,36.778261
1070,2020-05-13,CO,20157.0,278.0,-105.782067,39.550051
1071,2020-05-13,CT,34855.0,522.0,-73.087749,41.603221000000005
1072,2020-05-13,DC,6584.0,99.0,-77.03341800000001,38.905985
1073,2020-05-13,DE,6952.0,211.0,-75.52767,38.910832
1074,2020-05-13,FL,42402.0,479.0,-81.515754,27.664827000000002
1075,2020-05-13,GA,35332.0,697.0,-82.907123,32.157435
1077,2020-05-13,HI,635.0,1.0,-155.66585700000002,19.898682
1078,2020-05-13,IA,13289.0,377.0,-93.097702,41.878003
1079,2020-05-13,ID,2293.0,33.0,-114.74204099999999,44.068202
1080,2020-05-13,IL,84698.0,1677.0,-89.398528,40.633125
1081,2020-05-13,IN,25473.0,346.0,-85.602364,40.551217
1082,2020-05-13,KS,7468.0,352.0,-98.484246,39.011902
1083,2020-05-13,KY,6853.0,176.0,-84.27001800000001,37.839333
1084,2020-05-13,LA,32662.0,612.0,-92.14502399999999,31.244822999999997
1085,2020-05-13,MA,80497.0,1165.0,-71.382437,42.407211
1086,2020-05-13,MD,34812.0,751.0,-76.641271,39.045755
1087,2020-05-13,ME,1515.0,38.0,-69.44546899999999,45.253783
1088,2020-05-13,MI,48391.0,370.0,-85.602364,44.314844
1089,2020-05-13,MN,12917.0,423.0,-94.6859,46.729553
1090,2020-05-13,MO,10142.0,136.0,-91.83183299999999,37.964253
1092,2020-05-13,MS,10090.0,182.0,-89.398528,32.354668
1093,2020-05-13,MT,462.0,1.0,-110.36256599999999,46.879682
1094,2020-05-13,NC,15816.0,470.0,-79.0193,35.759572999999996
1095,2020-05-13,ND,1647.0,76.0,-101.002012,47.551493
1096,2020-05-13,NE,8692.0,120.0,-99.901813,41.492537
1097,2020-05-13,NH,3239.0,79.0,-71.572395,43.193852
1098,2020-05-13,NJ,141560.0,817.0,-74.405661,40.058324
1099,2020-05-13,NM,5212.0,143.0,-105.03236299999999,34.97273
1100,2020-05-13,NV,6394.0,83.0,-116.419389,38.802609999999994
1101,2020-05-13,NY,340661.0,2176.0,-74.217933,43.299428000000006
1102,2020-05-13,OH,25721.0,471.0,-82.907123,40.417287
1103,2020-05-13,OK,4852.0,120.0,-97.092877,35.007752
1104,2020-05-13,OR,3416.0,130.0,-120.554201,43.804133
1105,2020-05-13,PA,58698.0,707.0,-77.194525,41.203322
1106,2020-05-13,PR,2329.0,30.0,-66.590149,18.220833
1107,2020-05-13,RI,11835.0,221.0,-71.477429,41.580095
1108,2020-05-13,SC,7927.0,0.0,-81.163725,33.836081
1109,2020-05-13,SD,3732.0,69.0,-99.901813,43.969515
1110,2020-05-13,TN,16370.0,259.0,-86.58044699999999,35.517491
1111,2020-05-13,TX,42403.0,1355.0,-99.901813,31.968598999999998
1112,2020-05-13,UT,6620.0,188.0,-111.093731,39.32098
1113,2020-05-13,VA,26746.0,946.0,-78.656894,37.431573
1115,2020-05-13,VT,930.0,1.0,-72.577841,44.558803000000005
1116,2020-05-13,WA,18249.0,280.0,-120.74013899999999,47.751073999999996
1117,2020-05-13,WI,10902.0,291.0,-88.787868,43.784440000000004
1118,2020-05-13,WV,1398.0,27.0,-80.454903,38.597626
1119,2020-05-13,WY,675.0,0.0,-107.29028400000001,43.075967999999996
1120,2020-05-12,AK,383.0,2.0,-154.493062,63.588753000000004
1121,2020-05-12,AL,10310.0,301.0,-86.902298,32.318231
1122,2020-05-12,AR,4164.0,130.0,-91.83183299999999,35.20105
1124,2020-05-12,AZ,11736.0,356.0,-111.093731,34.048928000000004
1125,2020-05-12,CA,69382.0,1443.0,-119.41793200000001,36.778261
1126,2020-05-12,CO,19879.0,-20.0,-105.782067,39.550051
1127,2020-05-12,CT,34333.0,568.0,-73.087749,41.603221000000005
1128,2020-05-12,DC,6485.0,96.0,-77.03341800000001,38.905985
1129,2020-05-12,DE,6741.0,176.0,-75.52767,38.910832
1130,2020-05-12,FL,41923.0,941.0,-81.515754,27.664827000000002
1131,2020-05-12,GA,34635.0,708.0,-82.907123,32.157435
1133,2020-05-12,HI,634.0,2.0,-155.66585700000002,19.898682
1134,2020-05-12,IA,12912.0,539.0,-93.097702,41.878003
1135,2020-05-12,ID,2260.0,30.0,-114.74204099999999,44.068202
1136,2020-05-12,IL,83021.0,4014.0,-89.398528,40.633125
1137,2020-05-12,IN,25127.0,500.0,-85.602364,40.551217
1138,2020-05-12,KS,7116.0,0.0,-98.484246,39.011902
1139,2020-05-12,KY,6677.0,237.0,-84.27001800000001,37.839333
1140,2020-05-12,LA,32050.0,235.0,-92.14502399999999,31.244822999999997
1141,2020-05-12,MA,79332.0,870.0,-71.382437,42.407211
1142,2020-05-12,MD,34061.0,688.0,-76.641271,39.045755
1143,2020-05-12,ME,1477.0,15.0,-69.44546899999999,45.253783
1144,2020-05-12,MI,48021.0,469.0,-85.602364,44.314844
1145,2020-05-12,MN,12494.0,695.0,-94.6859,46.729553
1146,2020-05-12,MO,10006.0,88.0,-91.83183299999999,37.964253
1148,2020-05-12,MS,9908.0,234.0,-89.398528,32.354668
1149,2020-05-12,MT,461.0,2.0,-110.36256599999999,46.879682
1150,2020-05-12,NC,15346.0,301.0,-79.0193,35.759572999999996
1151,2020-05-12,ND,1571.0,53.0,-101.002012,47.551493
1152,2020-05-12,NE,8572.0,257.0,-99.901813,41.492537
1153,2020-05-12,NH,3160.0,0.0,-71.572395,43.193852
1154,2020-05-12,NJ,140743.0,798.0,-74.405661,40.058324
1155,2020-05-12,NM,5069.0,206.0,-105.03236299999999,34.97273
1156,2020-05-12,NV,6311.0,159.0,-116.419389,38.802609999999994
1157,2020-05-12,NY,338485.0,1430.0,-74.217933,43.299428000000006
1158,2020-05-12,OH,25250.0,473.0,-82.907123,40.417287
1159,2020-05-12,OK,4732.0,119.0,-97.092877,35.007752
1160,2020-05-12,OR,3286.0,0.0,-120.554201,43.804133
1161,2020-05-12,PA,57991.0,837.0,-77.194525,41.203322
1162,2020-05-12,PR,2299.0,43.0,-66.590149,18.220833
1163,2020-05-12,RI,11614.0,164.0,-71.477429,41.580095
1164,2020-05-12,SC,7927.0,274.0,-81.163725,33.836081
1165,2020-05-12,SD,3663.0,49.0,-99.901813,43.969515
1166,2020-05-12,TN,16111.0,567.0,-86.58044699999999,35.517491
1167,2020-05-12,TX,41048.0,1179.0,-99.901813,31.968598999999998
1168,2020-05-12,UT,6432.0,70.0,-111.093731,39.32098
1169,2020-05-12,VA,25800.0,730.0,-78.656894,37.431573
1171,2020-05-12,VT,929.0,2.0,-72.577841,44.558803000000005
1172,2020-05-12,WA,17969.0,241.0,-120.74013899999999,47.751073999999996
1173,2020-05-12,WI,10611.0,193.0,-88.787868,43.784440000000004
1174,2020-05-12,WV,1371.0,5.0,-80.454903,38.597626
1175,2020-05-12,WY,675.0,13.0,-107.29028400000001,43.075967999999996
1176,2020-05-11,AK,381.0,2.0,-154.493062,63.588753000000004
1177,2020-05-11,AL,10009.0,232.0,-86.902298,32.318231
1178,2020-05-11,AR,4034.0,287.0,-91.83183299999999,35.20105
1180,2020-05-11,AZ,11380.0,261.0,-111.093731,34.048928000000004
1181,2020-05-11,CA,67939.0,1259.0,-119.41793200000001,36.778261
1182,2020-05-11,CO,19899.0,196.0,-105.782067,39.550051
1183,2020-05-11,CT,33765.0,211.0,-73.087749,41.603221000000005
1184,2020-05-11,DC,6389.0,117.0,-77.03341800000001,38.905985
1185,2020-05-11,DE,6565.0,118.0,-75.52767,38.910832
1186,2020-05-11,FL,40982.0,386.0,-81.515754,27.664827000000002
1187,2020-05-11,GA,33927.0,486.0,-82.907123,32.157435
1189,2020-05-11,HI,632.0,1.0,-155.66585700000002,19.898682
1190,2020-05-11,IA,12373.0,414.0,-93.097702,41.878003
1191,2020-05-11,ID,2230.0,0.0,-114.74204099999999,44.068202
1192,2020-05-11,IL,79007.0,1266.0,-89.398528,40.633125
1193,2020-05-11,IN,24627.0,501.0,-85.602364,40.551217
1194,2020-05-11,KS,7116.0,168.0,-98.484246,39.011902
1195,2020-05-11,KY,6440.0,0.0,-84.27001800000001,37.839333
1196,2020-05-11,LA,31815.0,215.0,-92.14502399999999,31.244822999999997
1197,2020-05-11,MA,78462.0,669.0,-71.382437,42.407211
1198,2020-05-11,MD,33373.0,786.0,-76.641271,39.045755
1199,2020-05-11,ME,1462.0,26.0,-69.44546899999999,45.253783
1200,2020-05-11,MI,47552.0,414.0,-85.602364,44.314844
1201,2020-05-11,MN,11799.0,528.0,-94.6859,46.729553
1202,2020-05-11,MO,9918.0,74.0,-91.83183299999999,37.964253
1204,2020-05-11,MS,9674.0,173.0,-89.398528,32.354668
1205,2020-05-11,MT,459.0,1.0,-110.36256599999999,46.879682
1206,2020-05-11,NC,15045.0,281.0,-79.0193,35.759572999999996
1207,2020-05-11,ND,1518.0,27.0,-101.002012,47.551493
1208,2020-05-11,NE,8315.0,81.0,-99.901813,41.492537
1209,2020-05-11,NH,3160.0,149.0,-71.572395,43.193852
1210,2020-05-11,NJ,139945.0,1413.0,-74.405661,40.058324
1211,2020-05-11,NM,4863.0,85.0,-105.03236299999999,34.97273
1212,2020-05-11,NV,6152.0,54.0,-116.419389,38.802609999999994
1213,2020-05-11,NY,337055.0,1660.0,-74.217933,43.299428000000006
1214,2020-05-11,OH,24777.0,696.0,-82.907123,40.417287
1215,2020-05-11,OK,4613.0,24.0,-97.092877,35.007752
1216,2020-05-11,OR,3286.0,58.0,-120.554201,43.804133
1217,2020-05-11,PA,57154.0,543.0,-77.194525,41.203322
1218,2020-05-11,PR,2256.0,58.0,-66.590149,18.220833
1219,2020-05-11,RI,11450.0,176.0,-71.477429,41.580095
1220,2020-05-11,SC,7653.0,0.0,-81.163725,33.836081
1221,2020-05-11,SD,3614.0,97.0,-99.901813,43.969515
1222,2020-05-11,TN,15544.0,559.0,-86.58044699999999,35.517491
1223,2020-05-11,TX,39869.0,1000.0,-99.901813,31.968598999999998
1224,2020-05-11,UT,6362.0,111.0,-111.093731,39.32098
1225,2020-05-11,VA,25070.0,989.0,-78.656894,37.431573
1227,2020-05-11,VT,927.0,1.0,-72.577841,44.558803000000005
1228,2020-05-11,WA,17728.0,283.0,-120.74013899999999,47.751073999999996
1229,2020-05-11,WI,10418.0,199.0,-88.787868,43.784440000000004
1230,2020-05-11,WV,1366.0,6.0,-80.454903,38.597626
1231,2020-05-11,WY,662.0,1.0,-107.29028400000001,43.075967999999996
1232,2020-05-10,AK,379.0,1.0,-154.493062,63.588753000000004
1233,2020-05-10,AL,9777.0,210.0,-86.902298,32.318231
1234,2020-05-10,AR,3747.0,0.0,-91.83183299999999,35.20105
1236,2020-05-10,AZ,11119.0,159.0,-111.093731,34.048928000000004
1237,2020-05-10,CA,66680.0,2119.0,-119.41793200000001,36.778261
1238,2020-05-10,CO,19703.0,876.0,-105.782067,39.550051
1239,2020-05-10,CT,33554.0,570.0,-73.087749,41.603221000000005
1240,2020-05-10,DC,6272.0,170.0,-77.03341800000001,38.905985
1241,2020-05-10,DE,6447.0,170.0,-75.52767,38.910832
1242,2020-05-10,FL,40596.0,595.0,-81.515754,27.664827000000002
1243,2020-05-10,GA,33441.0,909.0,-82.907123,32.157435
1245,2020-05-10,HI,631.0,2.0,-155.66585700000002,19.898682
1246,2020-05-10,IA,11959.0,288.0,-93.097702,41.878003
1247,2020-05-10,ID,2230.0,25.0,-114.74204099999999,44.068202
1248,2020-05-10,IL,77741.0,1656.0,-89.398528,40.633125
1249,2020-05-10,IN,24126.0,394.0,-85.602364,40.551217
1250,2020-05-10,KS,6948.0,197.0,-98.484246,39.011902
1251,2020-05-10,KY,6440.0,152.0,-84.27001800000001,37.839333
1252,2020-05-10,LA,31600.0,183.0,-92.14502399999999,31.244822999999997
1253,2020-05-10,MA,77793.0,1050.0,-71.382437,42.407211
1254,2020-05-10,MD,32587.0,1053.0,-76.641271,39.045755
1255,2020-05-10,ME,1436.0,28.0,-69.44546899999999,45.253783
1256,2020-05-10,MI,47138.0,382.0,-85.602364,44.314844
1257,2020-05-10,MN,11271.0,481.0,-94.6859,46.729553
1258,2020-05-10,MO,9844.0,178.0,-91.83183299999999,37.964253
1260,2020-05-10,MS,9501.0,123.0,-89.398528,32.354668
1261,2020-05-10,MT,458.0,0.0,-110.36256599999999,46.879682
1262,2020-05-10,NC,14764.0,404.0,-79.0193,35.759572999999996
1263,2020-05-10,ND,1491.0,27.0,-101.002012,47.551493
1264,2020-05-10,NE,8234.0,403.0,-99.901813,41.492537
1265,2020-05-10,NH,3011.0,64.0,-71.572395,43.193852
1266,2020-05-10,NJ,138532.0,1447.0,-74.405661,40.058324
1267,2020-05-10,NM,4778.0,105.0,-105.03236299999999,34.97273
1268,2020-05-10,NV,6098.0,70.0,-116.419389,38.802609999999994
1269,2020-05-10,NY,335395.0,2273.0,-74.217933,43.299428000000006
1270,2020-05-10,OH,24081.0,384.0,-82.907123,40.417287
1271,2020-05-10,OK,4589.0,99.0,-97.092877,35.007752
1272,2020-05-10,OR,3228.0,68.0,-120.554201,43.804133
1273,2020-05-10,PA,56611.0,1295.0,-77.194525,41.203322
1274,2020-05-10,PR,2198.0,25.0,-66.590149,18.220833
1275,2020-05-10,RI,11274.0,285.0,-71.477429,41.580095
1276,2020-05-10,SC,7653.0,122.0,-81.163725,33.836081
1277,2020-05-10,SD,3517.0,124.0,-99.901813,43.969515
1278,2020-05-10,TN,14985.0,217.0,-86.58044699999999,35.517491
1279,2020-05-10,TX,38869.0,1009.0,-99.901813,31.968598999999998
1280,2020-05-10,UT,6251.0,148.0,-111.093731,39.32098
1281,2020-05-10,VA,24081.0,885.0,-78.656894,37.431573
1283,2020-05-10,VT,926.0,0.0,-72.577841,44.558803000000005
1284,2020-05-10,WA,17445.0,51.0,-120.74013899999999,47.751073999999996
1285,2020-05-10,WI,10219.0,280.0,-88.787868,43.784440000000004
1286,2020-05-10,WV,1360.0,25.0,-80.454903,38.597626
1287,2020-05-10,WY,661.0,17.0,-107.29028400000001,43.075967999999996
1288,2020-05-09,AK,378.0,1.0,-154.493062,63.588753000000004
1289,2020-05-09,AL,9567.0,346.0,-86.902298,32.318231
1290,2020-05-09,AR,3747.0,53.0,-91.83183299999999,35.20105
1292,2020-05-09,AZ,10960.0,434.0,-111.093731,34.048928000000004
1293,2020-05-09,CA,64561.0,2049.0,-119.41793200000001,36.778261
1294,2020-05-09,CO,18827.0,26.0,-105.782067,39.550051
1295,2020-05-09,CT,32984.0,573.0,-73.087749,41.603221000000005
1296,2020-05-09,DC,6102.0,203.0,-77.03341800000001,38.905985
1297,2020-05-09,DE,6277.0,166.0,-75.52767,38.910832
1298,2020-05-09,FL,40001.0,802.0,-81.515754,27.664827000000002
1299,2020-05-09,GA,32532.0,426.0,-82.907123,32.157435
1301,2020-05-09,HI,629.0,0.0,-155.66585700000002,19.898682
1302,2020-05-09,IA,11671.0,214.0,-93.097702,41.878003
1303,2020-05-09,ID,2205.0,27.0,-114.74204099999999,44.068202
1304,2020-05-09,IL,76085.0,2325.0,-89.398528,40.633125
1305,2020-05-09,IN,23732.0,586.0,-85.602364,40.551217
1306,2020-05-09,KS,6751.0,250.0,-98.484246,39.011902
1307,2020-05-09,KY,6288.0,159.0,-84.27001800000001,37.839333
1308,2020-05-09,LA,31417.0,562.0,-92.14502399999999,31.244822999999997
1309,2020-05-09,MA,76743.0,1410.0,-71.382437,42.407211
1310,2020-05-09,MD,31534.0,1049.0,-76.641271,39.045755
1311,2020-05-09,ME,1408.0,34.0,-69.44546899999999,45.253783
1312,2020-05-09,MI,46756.0,430.0,-85.602364,44.314844
1313,2020-05-09,MN,10790.0,702.0,-94.6859,46.729553
1314,2020-05-09,MO,9666.0,177.0,-91.83183299999999,37.964253
1316,2020-05-09,MS,9378.0,288.0,-89.398528,32.354668
1317,2020-05-09,MT,458.0,0.0,-110.36256599999999,46.879682
1318,2020-05-09,NC,14360.0,492.0,-79.0193,35.759572999999996
1319,2020-05-09,ND,1464.0,39.0,-101.002012,47.551493
1320,2020-05-09,NE,7831.0,641.0,-99.901813,41.492537
1321,2020-05-09,NH,2947.0,104.0,-71.572395,43.193852
1322,2020-05-09,NJ,137085.0,1631.0,-74.405661,40.058324
1323,2020-05-09,NM,4673.0,180.0,-105.03236299999999,34.97273
1324,2020-05-09,NV,6028.0,144.0,-116.419389,38.802609999999994
1325,2020-05-09,NY,333122.0,2715.0,-74.217933,43.299428000000006
1326,2020-05-09,OH,23697.0,681.0,-82.907123,40.417287
1327,2020-05-09,OK,4490.0,66.0,-97.092877,35.007752
1328,2020-05-09,OR,3160.0,92.0,-120.554201,43.804133
1329,2020-05-09,PA,55316.0,1078.0,-77.194525,41.203322
1330,2020-05-09,PR,2173.0,17.0,-66.590149,18.220833
1331,2020-05-09,RI,10989.0,210.0,-71.477429,41.580095
1332,2020-05-09,SC,7531.0,389.0,-81.163725,33.836081
1333,2020-05-09,SD,3393.0,249.0,-99.901813,43.969515
1334,2020-05-09,TN,14768.0,327.0,-86.58044699999999,35.517491
1335,2020-05-09,TX,37860.0,1251.0,-99.901813,31.968598999999998
1336,2020-05-09,UT,6103.0,184.0,-111.093731,39.32098
1337,2020-05-09,VA,23196.0,854.0,-78.656894,37.431573
1339,2020-05-09,VT,926.0,8.0,-72.577841,44.558803000000005
1340,2020-05-09,WA,17394.0,121.0,-120.74013899999999,47.751073999999996
1341,2020-05-09,WI,9939.0,349.0,-88.787868,43.784440000000004
1342,2020-05-09,WV,1335.0,25.0,-80.454903,38.597626
1343,2020-05-09,WY,644.0,9.0,-107.29028400000001,43.075967999999996
1344,2020-05-08,AK,377.0,3.0,-154.493062,63.588753000000004
1345,2020-05-08,AL,9221.0,323.0,-86.902298,32.318231
1346,2020-05-08,AR,3694.0,83.0,-91.83183299999999,35.20105
1348,2020-05-08,AZ,10526.0,581.0,-111.093731,34.048928000000004
1349,2020-05-08,CA,62512.0,1898.0,-119.41793200000001,36.778261
1350,2020-05-08,CO,18801.0,971.0,-105.782067,39.550051
1351,2020-05-08,CT,32411.0,627.0,-73.087749,41.603221000000005
1352,2020-05-08,DC,5899.0,245.0,-77.03341800000001,38.905985
1353,2020-05-08,DE,6111.0,172.0,-75.52767,38.910832
1354,2020-05-08,FL,39199.0,371.0,-81.515754,27.664827000000002
1355,2020-05-08,GA,32106.0,667.0,-82.907123,32.157435
1357,2020-05-08,HI,629.0,3.0,-155.66585700000002,19.898682
1358,2020-05-08,IA,11457.0,398.0,-93.097702,41.878003
1359,2020-05-08,ID,2178.0,20.0,-114.74204099999999,44.068202
1360,2020-05-08,IL,73760.0,2887.0,-89.398528,40.633125
1361,2020-05-08,IN,23146.0,643.0,-85.602364,40.551217
1362,2020-05-08,KS,6501.0,357.0,-98.484246,39.011902
1363,2020-05-08,KY,6129.0,195.0,-84.27001800000001,37.839333
1364,2020-05-08,LA,30855.0,203.0,-92.14502399999999,31.244822999999997
1365,2020-05-08,MA,75333.0,1612.0,-71.382437,42.407211
1366,2020-05-08,MD,30485.0,1111.0,-76.641271,39.045755
1367,2020-05-08,ME,1374.0,44.0,-69.44546899999999,45.253783
1368,2020-05-08,MI,46326.0,680.0,-85.602364,44.314844
1369,2020-05-08,MN,10088.0,723.0,-94.6859,46.729553
1370,2020-05-08,MO,9489.0,148.0,-91.83183299999999,37.964253
1372,2020-05-08,MS,9090.0,404.0,-89.398528,32.354668
1373,2020-05-08,MT,458.0,2.0,-110.36256599999999,46.879682
1374,2020-05-08,NC,13868.0,471.0,-79.0193,35.759572999999996
