,date,state,totalcase,dailycase,longitude ,latitude
0,2020-06-01,AK,467.0,33.0,-154.493062,63.588753000000004
1,2020-06-01,AL,18363.0,460.0,-86.902298,32.318231
2,2020-06-01,AR,7443.0,190.0,-91.83183299999999,35.20105
4,2020-06-01,AZ,20123.0,187.0,-111.093731,34.048928000000004
5,2020-06-01,CA,113006.0,2423.0,-119.41793200000001,36.778261
6,2020-06-01,CO,26378.0,280.0,-105.782067,39.550051
7,2020-06-01,CT,42740.0,539.0,-73.087749,41.603221000000005
8,2020-06-01,DC,8857.0,56.0,-77.03341800000001,38.905985
9,2020-06-01,DE,9605.0,107.0,-75.52767,38.910832
10,2020-06-01,FL,56830.0,667.0,-81.515754,27.664827000000002
11,2020-06-01,GA,47618.0,632.0,-82.907123,32.157435
13,2020-06-01,HI,652.0,1.0,-155.66585700000002,19.898682
14,2020-06-01,IA,19697.0,145.0,-93.097702,41.878003
15,2020-06-01,ID,2839.0,0.0,-114.74204099999999,44.068202
16,2020-06-01,IL,121234.0,974.0,-89.398528,40.633125
17,2020-06-01,IN,34830.0,256.0,-85.602364,40.551217
18,2020-06-01,KS,10011.0,292.0,-98.484246,39.011902
19,2020-06-01,KY,10046.0,342.0,-84.27001800000001,37.839333
20,2020-06-01,LA,40341.0,425.0,-92.14502399999999,31.244822999999997
21,2020-06-01,MA,96965.0,0.0,-71.382437,42.407211
22,2020-06-01,MD,53327.0,549.0,-76.641271,39.045755
23,2020-06-01,ME,2349.0,24.0,-69.44546899999999,45.253783
24,2020-06-01,MI,57532.0,135.0,-85.602364,44.314844
25,2020-06-01,MN,25208.0,358.0,-94.6859,46.729553
26,2020-06-01,MO,13327.0,180.0,-91.83183299999999,37.964253
28,2020-06-01,MS,15752.0,251.0,-89.398528,32.354668
29,2020-06-01,MT,519.0,4.0,-110.36256599999999,46.879682
30,2020-06-01,NC,29263.0,674.0,-79.0193,35.759572999999996
31,2020-06-01,ND,2625.0,48.0,-101.002012,47.551493
32,2020-06-01,NE,14101.0,196.0,-99.901813,41.492537
33,2020-06-01,NH,4651.0,106.0,-71.572395,43.193852
34,2020-06-01,NJ,160918.0,473.0,-74.405661,40.058324
35,2020-06-01,NM,7689.0,65.0,-105.03236299999999,34.97273
36,2020-06-01,NV,8688.0,95.0,-116.419389,38.802609999999994
37,2020-06-01,NY,371711.0,941.0,-74.217933,43.299428000000006
38,2020-06-01,OH,35984.0,471.0,-82.907123,40.417287
39,2020-06-01,OK,6573.0,67.0,-97.092877,35.007752
40,2020-06-01,OR,4302.0,59.0,-120.554201,43.804133
41,2020-06-01,PA,72898.0,352.0,-77.194525,41.203322
42,2020-06-01,PR,3873.0,97.0,-66.590149,18.220833
43,2020-06-01,RI,14991.0,63.0,-71.477429,41.580095
44,2020-06-01,SC,12148.0,287.0,-81.163725,33.836081
45,2020-06-01,SD,5034.0,41.0,-99.901813,43.969515
46,2020-06-01,TN,23554.0,548.0,-86.58044699999999,35.517491
47,2020-06-01,TX,64880.0,593.0,-99.901813,31.968598999999998
48,2020-06-01,UT,9999.0,202.0,-111.093731,39.32098
49,2020-06-01,VA,45398.0,791.0,-78.656894,37.431573
51,2020-06-01,VT,983.0,2.0,-72.577841,44.558803000000005
52,2020-06-01,WA,21702.0,353.0,-120.74013899999999,47.751073999999996
53,2020-06-01,WI,18543.0,140.0,-88.787868,43.784440000000004
54,2020-06-01,WV,2017.0,7.0,-80.454903,38.597626
55,2020-06-01,WY,910.0,7.0,-107.29028400000001,43.075967999999996
56,2020-05-31,AK,434.0,0.0,-154.493062,63.588753000000004
57,2020-05-31,AL,17903.0,544.0,-86.902298,32.318231
58,2020-05-31,AR,7253.0,240.0,-91.83183299999999,35.20105
60,2020-05-31,AZ,19936.0,681.0,-111.093731,34.048928000000004
61,2020-05-31,CA,110583.0,3705.0,-119.41793200000001,36.778261
62,2020-05-31,CO,26098.0,485.0,-105.782067,39.550051
63,2020-05-31,CT,42201.0,179.0,-73.087749,41.603221000000005
64,2020-05-31,DC,8801.0,84.0,-77.03341800000001,38.905985
65,2020-05-31,DE,9498.0,76.0,-75.52767,38.910832
66,2020-05-31,FL,56163.0,739.0,-81.515754,27.664827000000002
67,2020-05-31,GA,46986.0,700.0,-82.907123,32.157435
69,2020-05-31,HI,651.0,2.0,-155.66585700000002,19.898682
70,2020-05-31,IA,19552.0,308.0,-93.097702,41.878003
71,2020-05-31,ID,2839.0,36.0,-114.74204099999999,44.068202
72,2020-05-31,IL,120260.0,1343.0,-89.398528,40.633125
73,2020-05-31,IN,34574.0,363.0,-85.602364,40.551217
74,2020-05-31,KS,9719.0,0.0,-98.484246,39.011902
75,2020-05-31,KY,9704.0,240.0,-84.27001800000001,37.839333
76,2020-05-31,LA,39916.0,339.0,-92.14502399999999,31.244822999999997
77,2020-05-31,MA,96965.0,664.0,-71.382437,42.407211
78,2020-05-31,MD,52778.0,763.0,-76.641271,39.045755
79,2020-05-31,ME,2325.0,43.0,-69.44546899999999,45.253783
80,2020-05-31,MI,57397.0,513.0,-85.602364,44.314844
81,2020-05-31,MN,24850.0,660.0,-94.6859,46.729553
82,2020-05-31,MO,13147.0,185.0,-91.83183299999999,37.964253
84,2020-05-31,MS,15501.0,272.0,-89.398528,32.354668
85,2020-05-31,MT,515.0,10.0,-110.36256599999999,46.879682
86,2020-05-31,NC,28589.0,916.0,-79.0193,35.759572999999996
87,2020-05-31,ND,2577.0,23.0,-101.002012,47.551493
88,2020-05-31,NE,13905.0,251.0,-99.901813,41.492537
89,2020-05-31,NH,4545.0,53.0,-71.572395,43.193852
90,2020-05-31,NJ,160445.0,837.0,-74.405661,40.058324
91,2020-05-31,NM,7624.0,131.0,-105.03236299999999,34.97273
92,2020-05-31,NV,8593.0,98.0,-116.419389,38.802609999999994
93,2020-05-31,NY,370770.0,1110.0,-74.217933,43.299428000000006
94,2020-05-31,OH,35513.0,479.0,-82.907123,40.417287
95,2020-05-31,OK,6506.0,88.0,-97.092877,35.007752
96,2020-05-31,OR,4243.0,58.0,-120.554201,43.804133
97,2020-05-31,PA,72546.0,515.0,-77.194525,41.203322
98,2020-05-31,PR,3776.0,58.0,-66.590149,18.220833
99,2020-05-31,RI,14928.0,109.0,-71.477429,41.580095
100,2020-05-31,SC,11861.0,467.0,-81.163725,33.836081
101,2020-05-31,SD,4993.0,33.0,-99.901813,43.969515
102,2020-05-31,TN,23006.0,440.0,-86.58044699999999,35.517491
103,2020-05-31,TX,64287.0,1949.0,-99.901813,31.968598999999998
104,2020-05-31,UT,9797.0,264.0,-111.093731,39.32098
105,2020-05-31,VA,44607.0,996.0,-78.656894,37.431573
107,2020-05-31,VT,981.0,4.0,-72.577841,44.558803000000005
108,2020-05-31,WA,21349.0,278.0,-120.74013899999999,47.751073999999996
109,2020-05-31,WI,18403.0,173.0,-88.787868,43.784440000000004
110,2020-05-31,WV,2010.0,36.0,-80.454903,38.597626
111,2020-05-31,WY,903.0,5.0,-107.29028400000001,43.075967999999996
112,2020-05-30,AK,434.0,4.0,-154.493062,63.588753000000004
113,2020-05-30,AL,17359.0,536.0,-86.902298,32.318231
114,2020-05-30,AR,7013.0,475.0,-91.83183299999999,35.20105
116,2020-05-30,AZ,19255.0,790.0,-111.093731,34.048928000000004
117,2020-05-30,CA,106878.0,2992.0,-119.41793200000001,36.778261
118,2020-05-30,CO,25613.0,492.0,-105.782067,39.550051
119,2020-05-30,CT,42022.0,260.0,-73.087749,41.603221000000005
120,2020-05-30,DC,8717.0,179.0,-77.03341800000001,38.905985
121,2020-05-30,DE,9422.0,186.0,-75.52767,38.910832
122,2020-05-30,FL,55424.0,927.0,-81.515754,27.664827000000002
123,2020-05-30,GA,46286.0,616.0,-82.907123,32.157435
125,2020-05-30,HI,649.0,2.0,-155.66585700000002,19.898682
126,2020-05-30,IA,19244.0,318.0,-93.097702,41.878003
127,2020-05-30,ID,2803.0,34.0,-114.74204099999999,44.068202
128,2020-05-30,IL,118917.0,1462.0,-89.398528,40.633125
129,2020-05-30,IN,34211.0,653.0,-85.602364,40.551217
130,2020-05-30,KS,9719.0,0.0,-98.484246,39.011902
131,2020-05-30,KY,9464.0,280.0,-84.27001800000001,37.839333
132,2020-05-30,LA,39577.0,775.0,-92.14502399999999,31.244822999999997
133,2020-05-30,MA,96301.0,789.0,-71.382437,42.407211
134,2020-05-30,MD,52015.0,1027.0,-76.641271,39.045755
135,2020-05-30,ME,2282.0,56.0,-69.44546899999999,45.253783
136,2020-05-30,MI,56884.0,263.0,-85.602364,44.314844
137,2020-05-30,MN,24190.0,659.0,-94.6859,46.729553
138,2020-05-30,MO,12962.0,167.0,-91.83183299999999,37.964253
140,2020-05-30,MS,15229.0,439.0,-89.398528,32.354668
141,2020-05-30,MT,505.0,12.0,-110.36256599999999,46.879682
142,2020-05-30,NC,27673.0,1185.0,-79.0193,35.759572999999996
143,2020-05-30,ND,2554.0,34.0,-101.002012,47.551493
144,2020-05-30,NE,13654.0,393.0,-99.901813,41.492537
145,2020-05-30,NH,4492.0,106.0,-71.572395,43.193852
146,2020-05-30,NJ,159608.0,764.0,-74.405661,40.058324
147,2020-05-30,NM,7493.0,129.0,-105.03236299999999,34.97273
148,2020-05-30,NV,8495.0,145.0,-116.419389,38.802609999999994
149,2020-05-30,NY,369660.0,1376.0,-74.217933,43.299428000000006
150,2020-05-30,OH,35034.0,468.0,-82.907123,40.417287
151,2020-05-30,OK,6418.0,80.0,-97.092877,35.007752
152,2020-05-30,OR,4185.0,54.0,-120.554201,43.804133
153,2020-05-30,PA,72031.0,692.0,-77.194525,41.203322
154,2020-05-30,PR,3718.0,71.0,-66.590149,18.220833
155,2020-05-30,RI,14819.0,184.0,-71.477429,41.580095
156,2020-05-30,SC,11394.0,263.0,-81.163725,33.836081
157,2020-05-30,SD,4960.0,94.0,-99.901813,43.969515
158,2020-05-30,TN,22566.0,481.0,-86.58044699999999,35.517491
159,2020-05-30,TX,62338.0,1332.0,-99.901813,31.968598999999998
160,2020-05-30,UT,9533.0,269.0,-111.093731,39.32098
161,2020-05-30,VA,43611.0,1078.0,-78.656894,37.431573
163,2020-05-30,VT,977.0,2.0,-72.577841,44.558803000000005
164,2020-05-30,WA,21071.0,307.0,-120.74013899999999,47.751073999999996
165,2020-05-30,WI,18230.0,523.0,-88.787868,43.784440000000004
166,2020-05-30,WV,1974.0,23.0,-80.454903,38.597626
167,2020-05-30,WY,898.0,7.0,-107.29028400000001,43.075967999999996
168,2020-05-29,AK,430.0,5.0,-154.493062,63.588753000000004
169,2020-05-29,AL,16823.0,513.0,-86.902298,32.318231
170,2020-05-29,AR,6538.0,0.0,-91.83183299999999,35.20105
172,2020-05-29,AZ,18465.0,702.0,-111.093731,34.048928000000004
173,2020-05-29,CA,103886.0,2189.0,-119.41793200000001,36.778261
174,2020-05-29,CO,25121.0,354.0,-105.782067,39.550051
175,2020-05-29,CT,41762.0,203.0,-73.087749,41.603221000000005
176,2020-05-29,DC,8538.0,46.0,-77.03341800000001,38.905985
177,2020-05-29,DE,9236.0,65.0,-75.52767,38.910832
178,2020-05-29,FL,54497.0,1212.0,-81.515754,27.664827000000002
179,2020-05-29,GA,45670.0,600.0,-82.907123,32.157435
181,2020-05-29,HI,647.0,3.0,-155.66585700000002,19.898682
182,2020-05-29,IA,18926.0,353.0,-93.097702,41.878003
183,2020-05-29,ID,2769.0,38.0,-114.74204099999999,44.068202
184,2020-05-29,IL,117455.0,1622.0,-89.398528,40.633125
185,2020-05-29,IN,33558.0,490.0,-85.602364,40.551217
186,2020-05-29,KS,9719.0,382.0,-98.484246,39.011902
187,2020-05-29,KY,9184.0,107.0,-84.27001800000001,37.839333
188,2020-05-29,LA,38802.0,0.0,-92.14502399999999,31.244822999999997
189,2020-05-29,MA,95512.0,617.0,-71.382437,42.407211
190,2020-05-29,MD,50988.0,1279.0,-76.641271,39.045755
191,2020-05-29,ME,2226.0,37.0,-69.44546899999999,45.253783
192,2020-05-29,MI,56621.0,607.0,-85.602364,44.314844
193,2020-05-29,MN,23531.0,584.0,-94.6859,46.729553
194,2020-05-29,MO,12795.0,122.0,-91.83183299999999,37.964253
196,2020-05-29,MS,14790.0,418.0,-89.398528,32.354668
197,2020-05-29,MT,493.0,8.0,-110.36256599999999,46.879682
198,2020-05-29,NC,26488.0,1076.0,-79.0193,35.759572999999996
199,2020-05-29,ND,2520.0,39.0,-101.002012,47.551493
200,2020-05-29,NE,13261.0,285.0,-99.901813,41.492537
201,2020-05-29,NH,4386.0,100.0,-71.572395,43.193852
202,2020-05-29,NJ,158844.0,1029.0,-74.405661,40.058324
203,2020-05-29,NM,7364.0,112.0,-105.03236299999999,34.97273
204,2020-05-29,NV,8350.0,142.0,-116.419389,38.802609999999994
205,2020-05-29,NY,368284.0,1551.0,-74.217933,43.299428000000006
206,2020-05-29,OH,34566.0,651.0,-82.907123,40.417287
207,2020-05-29,OK,6338.0,68.0,-97.092877,35.007752
208,2020-05-29,OR,4131.0,45.0,-120.554201,43.804133
209,2020-05-29,PA,71339.0,1297.0,-77.194525,41.203322
210,2020-05-29,PR,3647.0,161.0,-66.590149,18.220833
211,2020-05-29,RI,14635.0,141.0,-71.477429,41.580095
212,2020-05-29,SC,11131.0,343.0,-81.163725,33.836081
213,2020-05-29,SD,4866.0,73.0,-99.901813,43.969515
214,2020-05-29,TN,22085.0,406.0,-86.58044699999999,35.517491
215,2020-05-29,TX,61006.0,1230.0,-99.901813,31.968598999999998
216,2020-05-29,UT,9264.0,343.0,-111.093731,39.32098
217,2020-05-29,VA,42533.0,1132.0,-78.656894,37.431573
219,2020-05-29,VT,975.0,1.0,-72.577841,44.558803000000005
220,2020-05-29,WA,20764.0,358.0,-120.74013899999999,47.751073999999996
221,2020-05-29,WI,17707.0,733.0,-88.787868,43.784440000000004
222,2020-05-29,WV,1951.0,45.0,-80.454903,38.597626
223,2020-05-29,WY,891.0,17.0,-107.29028400000001,43.075967999999996
224,2020-05-28,AK,425.0,13.0,-154.493062,63.588753000000004
225,2020-05-28,AL,16310.0,467.0,-86.902298,32.318231
226,2020-05-28,AR,6538.0,261.0,-91.83183299999999,35.20105
228,2020-05-28,AZ,17763.0,501.0,-111.093731,34.048928000000004
229,2020-05-28,CA,101697.0,2717.0,-119.41793200000001,36.778261
230,2020-05-28,CO,24767.0,202.0,-105.782067,39.550051
231,2020-05-28,CT,41559.0,256.0,-73.087749,41.603221000000005
232,2020-05-28,DC,8492.0,86.0,-77.03341800000001,38.905985
233,2020-05-28,DE,9171.0,75.0,-75.52767,38.910832
234,2020-05-28,FL,53285.0,651.0,-81.515754,27.664827000000002
235,2020-05-28,GA,45070.0,649.0,-82.907123,32.157435
237,2020-05-28,HI,644.0,1.0,-155.66585700000002,19.898682
238,2020-05-28,IA,18573.0,213.0,-93.097702,41.878003
239,2020-05-28,ID,2731.0,32.0,-114.74204099999999,44.068202
240,2020-05-28,IL,115833.0,1527.0,-89.398528,40.633125
241,2020-05-28,IN,33068.0,631.0,-85.602364,40.551217
242,2020-05-28,KS,9337.0,0.0,-98.484246,39.011902
243,2020-05-28,KY,9077.0,0.0,-84.27001800000001,37.839333
244,2020-05-28,LA,38802.0,305.0,-92.14502399999999,31.244822999999997
245,2020-05-28,MA,94895.0,1202.0,-71.382437,42.407211
246,2020-05-28,MD,49709.0,1286.0,-76.641271,39.045755
247,2020-05-28,ME,2189.0,52.0,-69.44546899999999,45.253783
248,2020-05-28,MI,56014.0,406.0,-85.602364,44.314844
249,2020-05-28,MN,22947.0,483.0,-94.6859,46.729553
250,2020-05-28,MO,12673.0,181.0,-91.83183299999999,37.964253
252,2020-05-28,MS,14372.0,328.0,-89.398528,32.354668
253,2020-05-28,MT,485.0,4.0,-110.36256599999999,46.879682
254,2020-05-28,NC,25412.0,784.0,-79.0193,35.759572999999996
255,2020-05-28,ND,2481.0,42.0,-101.002012,47.551493
256,2020-05-28,NE,12976.0,357.0,-99.901813,41.492537
257,2020-05-28,NH,4286.0,55.0,-71.572395,43.193852
258,2020-05-28,NJ,157815.0,1187.0,-74.405661,40.058324
259,2020-05-28,NM,7252.0,122.0,-105.03236299999999,34.97273
260,2020-05-28,NV,8208.0,95.0,-116.419389,38.802609999999994
261,2020-05-28,NY,366733.0,1768.0,-74.217933,43.299428000000006
262,2020-05-28,OH,33915.0,476.0,-82.907123,40.417287
263,2020-05-28,OK,6270.0,41.0,-97.092877,35.007752
264,2020-05-28,OR,4086.0,48.0,-120.554201,43.804133
265,2020-05-28,PA,70042.0,625.0,-77.194525,41.203322
266,2020-05-28,PR,3486.0,89.0,-66.590149,18.220833
267,2020-05-28,RI,14494.0,141.0,-71.477429,41.580095
268,2020-05-28,SC,10788.0,165.0,-81.163725,33.836081
269,2020-05-28,SD,4793.0,83.0,-99.901813,43.969515
270,2020-05-28,TN,21679.0,373.0,-86.58044699999999,35.517491
271,2020-05-28,TX,59776.0,1855.0,-99.901813,31.968598999999998
272,2020-05-28,UT,8921.0,215.0,-111.093731,39.32098
273,2020-05-28,VA,41401.0,1152.0,-78.656894,37.431573
275,2020-05-28,VT,974.0,3.0,-72.577841,44.558803000000005
276,2020-05-28,WA,20406.0,225.0,-120.74013899999999,47.751073999999996
277,2020-05-28,WI,16974.0,512.0,-88.787868,43.784440000000004
278,2020-05-28,WV,1906.0,39.0,-80.454903,38.597626
279,2020-05-28,WY,874.0,24.0,-107.29028400000001,43.075967999999996
280,2020-05-27,AK,412.0,1.0,-154.493062,63.588753000000004
281,2020-05-27,AL,15843.0,447.0,-86.902298,32.318231
282,2020-05-27,AR,6277.0,97.0,-91.83183299999999,35.20105
284,2020-05-27,AZ,17262.0,479.0,-111.093731,34.048928000000004
285,2020-05-27,CA,98980.0,2247.0,-119.41793200000001,36.778261
286,2020-05-27,CO,24565.0,296.0,-105.782067,39.550051
287,2020-05-27,CT,41303.0,0.0,-73.087749,41.603221000000005
288,2020-05-27,DC,8406.0,72.0,-77.03341800000001,38.905985
289,2020-05-27,DE,9096.0,30.0,-75.52767,38.910832
290,2020-05-27,FL,52634.0,379.0,-81.515754,27.664827000000002
291,2020-05-27,GA,44421.0,691.0,-82.907123,32.157435
293,2020-05-27,HI,643.0,0.0,-155.66585700000002,19.898682
294,2020-05-27,IA,18360.0,657.0,-93.097702,41.878003
295,2020-05-27,ID,2699.0,73.0,-114.74204099999999,44.068202
296,2020-05-27,IL,114306.0,1111.0,-89.398528,40.633125
297,2020-05-27,IN,32437.0,359.0,-85.602364,40.551217
298,2020-05-27,KS,9337.0,119.0,-98.484246,39.011902
299,2020-05-27,KY,9077.0,506.0,-84.27001800000001,37.839333
300,2020-05-27,LA,38497.0,443.0,-92.14502399999999,31.244822999999997
301,2020-05-27,MA,93693.0,0.0,-71.382437,42.407211
302,2020-05-27,MD,48423.0,736.0,-76.641271,39.045755
303,2020-05-27,ME,2137.0,28.0,-69.44546899999999,45.253783
304,2020-05-27,MI,55608.0,504.0,-85.602364,44.314844
305,2020-05-27,MN,22464.0,504.0,-94.6859,46.729553
306,2020-05-27,MO,12492.0,201.0,-91.83183299999999,37.964253
308,2020-05-27,MS,14044.0,313.0,-89.398528,32.354668
309,2020-05-27,MT,481.0,2.0,-110.36256599999999,46.879682
310,2020-05-27,NC,24628.0,488.0,-79.0193,35.759572999999996
311,2020-05-27,ND,2439.0,17.0,-101.002012,47.551493
312,2020-05-27,NE,12619.0,264.0,-99.901813,41.492537
313,2020-05-27,NH,4231.0,34.0,-71.572395,43.193852
314,2020-05-27,NJ,156628.0,864.0,-74.405661,40.058324
315,2020-05-27,NM,7130.0,104.0,-105.03236299999999,34.97273
316,2020-05-27,NV,8113.0,116.0,-116.419389,38.802609999999994
317,2020-05-27,NY,364965.0,1129.0,-74.217933,43.299428000000006
318,2020-05-27,OH,33439.0,433.0,-82.907123,40.417287
319,2020-05-27,OK,6229.0,92.0,-97.092877,35.007752
320,2020-05-27,OR,4038.0,71.0,-120.554201,43.804133
321,2020-05-27,PA,69417.0,780.0,-77.194525,41.203322
322,2020-05-27,PR,3397.0,73.0,-66.590149,18.220833
323,2020-05-27,RI,14353.0,143.0,-71.477429,41.580095
324,2020-05-27,SC,10623.0,207.0,-81.163725,33.836081
325,2020-05-27,SD,4710.0,57.0,-99.901813,43.969515
326,2020-05-27,TN,21306.0,341.0,-86.58044699999999,35.517491
327,2020-05-27,TX,57921.0,1361.0,-99.901813,31.968598999999998
328,2020-05-27,UT,8706.0,86.0,-111.093731,39.32098
329,2020-05-27,VA,40249.0,907.0,-78.656894,37.431573
331,2020-05-27,VT,971.0,4.0,-72.577841,44.558803000000005
332,2020-05-27,WA,20181.0,116.0,-120.74013899999999,47.751073999999996
333,2020-05-27,WI,16462.0,599.0,-88.787868,43.784440000000004
334,2020-05-27,WV,1867.0,13.0,-80.454903,38.597626
335,2020-05-27,WY,850.0,0.0,-107.29028400000001,43.075967999999996
336,2020-05-26,AK,411.0,2.0,-154.493062,63.588753000000004
337,2020-05-26,AL,15396.0,666.0,-86.902298,32.318231
338,2020-05-26,AR,6180.0,151.0,-91.83183299999999,35.20105
340,2020-05-26,AZ,16783.0,222.0,-111.093731,34.048928000000004
341,2020-05-26,CA,96733.0,2175.0,-119.41793200000001,36.778261
342,2020-05-26,CO,24269.0,95.0,-105.782067,39.550051
343,2020-05-26,CT,41303.0,430.0,-73.087749,41.603221000000005
344,2020-05-26,DC,8334.0,109.0,-77.03341800000001,38.905985
345,2020-05-26,DE,9066.0,101.0,-75.52767,38.910832
346,2020-05-26,FL,52255.0,509.0,-81.515754,27.664827000000002
347,2020-05-26,GA,43730.0,386.0,-82.907123,32.157435
349,2020-05-26,HI,643.0,0.0,-155.66585700000002,19.898682
350,2020-05-26,IA,17703.0,126.0,-93.097702,41.878003
351,2020-05-26,ID,2626.0,0.0,-114.74204099999999,44.068202
352,2020-05-26,IL,113195.0,1178.0,-89.398528,40.633125
353,2020-05-26,IN,32078.0,363.0,-85.602364,40.551217
354,2020-05-26,KS,9218.0,0.0,-98.484246,39.011902
355,2020-05-26,KY,8571.0,0.0,-84.27001800000001,37.839333
356,2020-05-26,LA,38054.0,245.0,-92.14502399999999,31.244822999999997
357,2020-05-26,MA,93693.0,422.0,-71.382437,42.407211
358,2020-05-26,MD,47687.0,535.0,-76.641271,39.045755
359,2020-05-26,ME,2109.0,35.0,-69.44546899999999,45.253783
360,2020-05-26,MI,55104.0,223.0,-85.602364,44.314844
361,2020-05-26,MN,21960.0,645.0,-94.6859,46.729553
362,2020-05-26,MO,12291.0,124.0,-91.83183299999999,37.964253
364,2020-05-26,MS,13731.0,273.0,-89.398528,32.354668
365,2020-05-26,MT,479.0,0.0,-110.36256599999999,46.879682
366,2020-05-26,NC,24140.0,176.0,-79.0193,35.759572999999996
367,2020-05-26,ND,2422.0,-35.0,-101.002012,47.551493
368,2020-05-26,NE,12355.0,221.0,-99.901813,41.492537
369,2020-05-26,NH,4197.0,48.0,-71.572395,43.193852
370,2020-05-26,NJ,155764.0,672.0,-74.405661,40.058324
371,2020-05-26,NM,7026.0,83.0,-105.03236299999999,34.97273
372,2020-05-26,NV,7997.0,118.0,-116.419389,38.802609999999994
373,2020-05-26,NY,363836.0,1072.0,-74.217933,43.299428000000006
374,2020-05-26,OH,33006.0,529.0,-82.907123,40.417287
375,2020-05-26,OK,6137.0,47.0,-97.092877,35.007752
376,2020-05-26,OR,3967.0,18.0,-120.554201,43.804133
377,2020-05-26,PA,68637.0,451.0,-77.194525,41.203322
378,2020-05-26,PR,3324.0,64.0,-66.590149,18.220833
379,2020-05-26,RI,14210.0,145.0,-71.477429,41.580095
380,2020-05-26,SC,10416.0,238.0,-81.163725,33.836081
381,2020-05-26,SD,4653.0,67.0,-99.901813,43.969515
382,2020-05-26,TN,20965.0,358.0,-86.58044699999999,35.517491
383,2020-05-26,TX,56560.0,589.0,-99.901813,31.968598999999998
384,2020-05-26,UT,8620.0,99.0,-111.093731,39.32098
385,2020-05-26,VA,39342.0,1615.0,-78.656894,37.431573
387,2020-05-26,VT,967.0,5.0,-72.577841,44.558803000000005
388,2020-05-26,WA,20065.0,237.0,-120.74013899999999,47.751073999999996
389,2020-05-26,WI,15863.0,279.0,-88.787868,43.784440000000004
390,2020-05-26,WV,1854.0,80.0,-80.454903,38.597626
391,2020-05-26,WY,850.0,12.0,-107.29028400000001,43.075967999999996
392,2020-05-25,AK,409.0,1.0,-154.493062,63.588753000000004
393,2020-05-25,AL,14730.0,403.0,-86.902298,32.318231
394,2020-05-25,AR,6029.0,107.0,-91.83183299999999,35.20105
396,2020-05-25,AZ,16561.0,222.0,-111.093731,34.048928000000004
397,2020-05-25,CA,94558.0,1848.0,-119.41793200000001,36.778261
398,2020-05-25,CO,24174.0,210.0,-105.782067,39.550051
399,2020-05-25,CT,40873.0,405.0,-73.087749,41.603221000000005
400,2020-05-25,DC,8225.0,259.0,-77.03341800000001,38.905985
401,2020-05-25,DE,8965.0,156.0,-75.52767,38.910832
402,2020-05-25,FL,51746.0,879.0,-81.515754,27.664827000000002
403,2020-05-25,GA,43344.0,506.0,-82.907123,32.157435
405,2020-05-25,HI,643.0,0.0,-155.66585700000002,19.898682
406,2020-05-25,IA,17577.0,325.0,-93.097702,41.878003
407,2020-05-25,ID,2626.0,0.0,-114.74204099999999,44.068202
408,2020-05-25,IL,112017.0,1713.0,-89.398528,40.633125
409,2020-05-25,IN,31715.0,339.0,-85.602364,40.551217
410,2020-05-25,KS,9218.0,260.0,-98.484246,39.011902
411,2020-05-25,KY,8571.0,0.0,-84.27001800000001,37.839333
412,2020-05-25,LA,37809.0,640.0,-92.14502399999999,31.244822999999997
413,2020-05-25,MA,93271.0,596.0,-71.382437,42.407211
414,2020-05-25,MD,47152.0,839.0,-76.641271,39.045755
415,2020-05-25,ME,2074.0,19.0,-69.44546899999999,45.253783
416,2020-05-25,MI,54881.0,202.0,-85.602364,44.314844
417,2020-05-25,MN,21315.0,742.0,-94.6859,46.729553
418,2020-05-25,MO,12167.0,179.0,-91.83183299999999,37.964253
420,2020-05-25,MS,13458.0,206.0,-89.398528,32.354668
421,2020-05-25,MT,479.0,0.0,-110.36256599999999,46.879682
422,2020-05-25,NC,23964.0,742.0,-79.0193,35.759572999999996
423,2020-05-25,ND,2457.0,39.0,-101.002012,47.551493
424,2020-05-25,NE,12134.0,145.0,-99.901813,41.492537
425,2020-05-25,NH,4149.0,60.0,-71.572395,43.193852
426,2020-05-25,NJ,155092.0,938.0,-74.405661,40.058324
427,2020-05-25,NM,6943.0,148.0,-105.03236299999999,34.97273
428,2020-05-25,NV,7879.0,109.0,-116.419389,38.802609999999994
429,2020-05-25,NY,362764.0,1249.0,-74.217933,43.299428000000006
430,2020-05-25,OH,32477.0,566.0,-82.907123,40.417287
431,2020-05-25,OK,6090.0,53.0,-97.092877,35.007752
432,2020-05-25,OR,3949.0,22.0,-120.554201,43.804133
433,2020-05-25,PA,68186.0,473.0,-77.194525,41.203322
434,2020-05-25,PR,3260.0,71.0,-66.590149,18.220833
435,2020-05-25,RI,14065.0,0.0,-71.477429,41.580095
436,2020-05-25,SC,10178.0,82.0,-81.163725,33.836081
437,2020-05-25,SD,4586.0,23.0,-99.901813,43.969515
438,2020-05-25,TN,20607.0,462.0,-86.58044699999999,35.517491
439,2020-05-25,TX,55971.0,623.0,-99.901813,31.968598999999998
440,2020-05-25,UT,8521.0,129.0,-111.093731,39.32098
441,2020-05-25,VA,37727.0,1483.0,-78.656894,37.431573
443,2020-05-25,VT,962.0,6.0,-72.577841,44.558803000000005
444,2020-05-25,WA,19828.0,243.0,-120.74013899999999,47.751073999999996
445,2020-05-25,WI,15584.0,307.0,-88.787868,43.784440000000004
446,2020-05-25,WV,1774.0,15.0,-80.454903,38.597626
